-1.198333333333345152e+01,7.212222222222099077e+00,5.309676545588485897e+04,2.022969453395277378e+04,4.971091521019252468e+03,1.675464998826590772e+03,6.378000000000000000e+03,2.954000000000000000e+03,-2.095574519679184943e-04,3.246262871774811820e-04,9.285248575805270521e-01,9.105502333327080144e-01,8.693151092996734275e-02,7.541364715427784082e-02,1.115346950195858916e-01,1.329612458927847962e-01,2.679999999999989946e+00,-3.993333333333339397e+00,2.689027468778829643e+03,2.840400622208434925e+03,5.064741731268593412e+02,4.750291776096062790e+02,1.730000000000000000e+02,1.990000000000000000e+02,9.622980251346463119e-04,-1.354131343958405983e-03,9.655394860965277326e-01,9.631741682632875001e-01,1.818578718588363952e-01,1.610814437468993943e-01,6.211849192100538791e-02,6.748050186503899706e-02,4.936548223350253339e-01,2.374999999999999889e-01,1.007155143750876789e+02,7.661609195402299122e+01,8.332664077156823623e+02,-9.320582143972589995e-01,1.658291457286432125e-01,2.255639097744360777e-01,5.600000000000000000e+01,8.370872558086780990e-02,1.725257313617011845e-01,9.971679192606481765e-03,6.485268997922045975e-02,1.680000000000000000e+03
-1.950111111110991047e+01,-4.807777777778319717e+00,2.989312284619271522e+05,1.024578995011319785e+05,2.598688233429099637e+04,6.726346112791018641e+03,6.605300000000000000e+04,3.000600000000000000e+04,-5.691378814424900379e-05,-3.925133098025357446e-05,8.724276534525063909e-01,8.364797856191430458e-01,7.584244340112301919e-02,5.491477554998504956e-02,1.927749873775328748e-01,2.449729359034019949e-01,-1.572222222222232624e+00,-2.485555555555609697e+00,6.707171001717579202e+03,6.861107241854061613e+03,1.416403569518625318e+03,1.254619898705823061e+03,5.530000000000000000e+02,7.480000000000000000e+02,-2.243147698990201951e-04,-3.417040906730285676e-04,9.569369384673390710e-01,9.432371792485649831e-01,2.020835453728956066e-01,1.724800520629396483e-01,7.889855899557711438e-02,1.028320043992301397e-01,5.737632508833923062e-01,2.349646944241538804e-01,2.435851412831067933e+02,2.147586206896551744e+02,5.576684264764169711e+03,-4.627637461925889206e-01,1.410788381742738573e-01,1.989637305699481773e-01,1.310000000000000000e+02,7.033136638587450529e-02,1.882254818755272618e-01,8.141964509889814197e-03,5.979097429785062284e-02,4.107000000000000000e+03
-2.988888888888869833e-01,2.722222222222225874e-01,1.648757048872173527e+02,6.199999999999995737e+01,1.615207919898619338e+01,3.117072726491020962e+00,6.000000000000000000e+00,0.000000000000000000e+00,-1.768573307034834253e-03,4.390681003584234916e-03,9.755958869066115868e-01,9.999999999999993339e-01,9.557443313009582331e-02,5.027536655630678725e-02,3.550295857988165771e-02,0.000000000000000000e+00,-1.499999999999990785e-01,1.700000000000006506e-01,6.516517857142868309e+01,4.971052631578923808e+01,4.149180396952872663e+00,5.444881443030381796e+00,3.000000000000000000e+00,3.000000000000000000e+00,-2.238805970149239984e-03,3.269230769230781642e-03,9.726146055437117077e-01,9.559716599190237751e-01,6.192806562616227917e-02,1.047092585198150377e-01,4.477611940298507204e-02,5.769230769230769551e-02,4.761904761904761640e-01,1.375000000000000111e-01,5.553236381583781522e+00,4.763218390804597746e+00,6.332440216673272282e+00,-5.005008819425006417e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.341624210163288422e-02,-8.964942354748203779e-02,9.336526665704887318e-01,8.109032748328907914e-02,1.600000000000000000e+02
-3.552222222223273995e+00,-1.355999999999978201e+01,4.505497342669159407e+05,1.659517901771420729e+05,4.029679487842376693e+04,1.367455385722317078e+04,1.172580000000000000e+05,5.667400000000000000e+04,-6.752234393987378737e-06,-6.642012196615209392e-05,8.564265469897524019e-01,8.128715445477312507e-01,7.659808067279329225e-02,6.698123414671779130e-02,2.228896310644178369e-01,2.776028017927554825e-01,-5.341111111111151111e+00,6.368888888888819544e+00,7.498146754645256806e+03,7.464708710861713371e+03,1.637877659955792524e+03,1.368926513498560325e+03,5.740000000000000000e+02,8.790000000000000000e+02,-6.834435202957326542e-04,8.015213804289982253e-04,9.594557587517923425e-01,9.394297396000143019e-01,2.095812744665121463e-01,1.722786953811427657e-01,7.344849648112604379e-02,1.106216964510445544e-01,5.812261863526151373e-01,2.037411526794742078e-01,3.051755811515814685e+02,3.133379310344827786e+02,8.539929480776852870e+03,1.046463616707762473e-01,1.374172185430463655e-01,1.943755169561621199e-01,1.540000000000000000e+02,7.390946041496136709e-02,1.706268291022134120e-01,7.067799654295841942e-03,6.909542620039733907e-02,5.934000000000000000e+03
-1.418777777777796878e+01,-1.268888888888884026e+01,1.681350971824103617e+05,4.811744376633628417e+04,1.987352710671918612e+04,4.237228736260904952e+03,4.760400000000000000e+04,1.363600000000000000e+04,-7.205904677094416894e-05,-2.228584029521899661e-04,8.539501408515898229e-01,8.450997377160068824e-01,1.009366964803834893e-01,7.441959949173480859e-02,2.417784459421710441e-01,2.394927727137011186e-01,-6.318888888888896993e+00,1.103333333333318622e+00,3.908357319406323768e+03,3.826576419887327575e+03,9.072872464700878936e+02,7.495438766083897235e+02,2.470000000000000000e+02,4.610000000000000000e+02,-1.561761959685837144e-03,2.714895013123323330e-04,9.659805534864863708e-01,9.415788434762124570e-01,2.242430169229085168e-01,1.844350090079699134e-01,6.104794859120118294e-02,1.134350393700787468e-01,5.271883289124668082e-01,1.802781289506953100e-01,1.799753427304198397e+02,1.890551724137931160e+02,5.765785461751883304e+03,1.970886027140822117e-01,1.460674157303370746e-01,2.075736325385694192e-01,8.900000000000000000e+01,9.498855856317744983e-02,1.501031243441915686e-01,4.208655033871676679e-03,7.551221170670401051e-02,3.955000000000000000e+03
1.944444444444427589e+01,5.696666666666645007e+00,3.992812792342984903e+04,1.097342709779719371e+04,4.822622614796932794e+03,8.863425296838092891e+02,7.172000000000000000e+03,3.172000000000000000e+03,4.376422337259571220e-04,4.315656565656549449e-04,8.986749476351529875e-01,8.313202346816055410e-01,1.085442857257918753e-01,6.714716133968251510e-02,1.614224623002475933e-01,2.403030303030302961e-01,1.757777777777773442e+00,2.499999999999939215e-01,2.108028935463365997e+03,2.066832953597190681e+03,4.954217463906286980e+02,4.174989117770283542e+02,1.190000000000000000e+02,2.010000000000000000e+02,8.100358422939048361e-04,1.151543067710704356e-04,9.714419057434866556e-01,9.520188639323771129e-01,2.283049522537459464e-01,1.923071910534446538e-01,5.483870967741935609e-02,9.258406264394287988e-02,5.674300254452926406e-01,2.141057934508815985e-01,8.582274407902207258e+01,8.088965517241379644e+01,1.183541847007530805e+03,-2.236419477891069540e-01,1.386430678466076816e-01,1.941176470588235337e-01,4.100000000000000000e+01,9.906238321153713888e-02,2.057634218443708252e-01,7.153627783794584867e-03,6.505589433839639724e-02,1.588000000000000000e+03
-1.048444444444512769e+01,-1.164333333333380693e+01,3.222723269097511657e+05,8.791834560251841322e+04,2.983828637277793314e+04,6.543232997055637497e+03,8.644100000000000000e+04,2.474600000000000000e+04,-2.784424573402788966e-05,-1.117928136391758802e-04,8.558803388487014052e-01,8.441430769029429904e-01,7.924354813917797169e-02,6.282448557436449976e-02,2.295671895872671842e-01,2.375973346391297147e-01,-6.895555555555594296e+00,9.433333333333174808e-01,6.295495042473322428e+03,6.222832772587856198e+03,1.398358023716950356e+03,1.114093044478205002e+03,4.610000000000000000e+02,7.970000000000000000e+02,-1.059225123741258786e-03,1.424974823766340536e-04,9.670499297194043997e-01,9.400049505419721951e-01,2.148015397414670402e-01,1.682920006764660192e-01,7.081413210445468287e-02,1.203927492447129932e-01,5.680317040951122776e-01,2.132608695652173925e-01,2.476238586515313500e+02,2.548390804597701162e+02,6.229689047430308165e+03,1.139448093847735544e-01,1.561224489795918491e-01,2.273190621814475121e-01,1.220000000000000000e+02,7.568603334748742750e-02,1.750806576683174853e-01,6.717502427947527437e-03,6.306265353125434237e-02,4.600000000000000000e+03
3.255555555577711591e-01,-2.688444444444269976e+01,5.140539427416613908e+05,1.551711003748442163e+05,4.425085209626358119e+04,1.235310947229870544e+04,1.394820000000000000e+05,4.783700000000000000e+04,5.383441599341383090e-07,-1.436318996262485445e-04,8.500482736101951931e-01,8.290117342759980579e-01,7.317395569342535766e-02,6.599729384268658572e-02,2.306497887504444233e-01,2.555722955934521257e-01,4.197777777777747410e+00,1.227777777777718349e+00,7.052214380200705818e+03,6.917442085318757563e+03,1.448946764114718917e+03,1.226025990513738634e+03,4.710000000000000000e+02,7.440000000000000000e+02,5.754321833828303671e-04,1.679816360347131411e-04,9.667189006443736021e-01,9.464279771950687703e-01,1.986219004955063760e-01,1.677419606668133223e-01,6.456477039067855250e-02,1.017923108496374268e-01,5.733649610301592148e-01,1.837687928769522749e-01,3.177965729279082439e+02,3.190574712643677913e+02,9.426844972915841936e+03,1.552485013015736381e-02,1.200317965023847411e-01,1.723590150913423269e-01,1.700000000000000000e+02,7.147768065915957592e-02,1.621875833736123595e-01,7.352126119222311337e-03,6.675607846688844105e-02,6.851000000000000000e+03
-1.625333333333221475e+01,-8.647777777779770858e+00,1.168822475349375512e+06,3.720681364789563813e+05,1.065409776041268778e+05,3.286665669781894394e+04,2.978120000000000000e+05,9.983100000000000000e+04,-1.191003963092473665e-05,-1.985356877018529519e-05,8.564841265131811765e-01,8.541940513041438310e-01,7.807058647965769982e-02,7.545527252941824914e-02,2.182292487222232402e-01,2.291920161256996435e-01,-2.297555555555561924e+01,7.264444444444405846e+00,1.212195615575798365e+04,1.222872115949317231e+04,2.584290113395364642e+03,2.290124896751904544e+03,7.630000000000000000e+02,1.243000000000000000e+03,-1.835254857061715790e-03,5.647111663902678507e-04,9.682846997170687642e-01,9.506157617765215173e-01,2.064294363284099876e-01,1.780258781679030233e-01,6.094736001278057425e-02,9.662624378109452294e-02,5.283300198807157066e-01,2.111939468120618557e-01,4.790928478293644162e+02,4.894850574712643834e+02,2.332955552384726980e+04,8.493625654720958484e-02,1.354770690564048585e-01,1.870389884088514143e-01,2.140000000000000000e+02,7.743780141014069973e-02,1.705272215154254312e-01,7.141285305669179025e-03,7.393951013068754408e-02,8.987000000000000000e+03
5.149555555555833308e+01,-1.884888888888923830e+01,5.261873750698829535e+05,1.654152879285316740e+05,5.179798565347465774e+04,1.550637172220917455e+04,1.352850000000000000e+05,4.528000000000000000e+04,8.398771480783638296e-05,-9.718276535495320697e-05,8.581959106193820519e-01,8.528627447295564767e-01,8.448096927492719510e-02,7.994912026217265710e-02,2.206457989470456682e-01,2.334586214185911113e-01,2.162222222222182744e+00,1.490777777777774205e+01,9.143286559514164765e+03,9.012965446102141868e+03,2.411783215594071407e+03,1.972530258586400123e+03,5.820000000000000000e+02,8.840000000000000000e+02,2.292189358870118496e-04,1.577041973741430533e-03,9.692872426072474124e-01,9.534502746326184441e-01,2.556750997131422842e-01,2.086671171677139669e-01,6.169829322590904275e-02,9.351528615254416088e-02,5.761920640213404887e-01,2.292155094679891869e-01,3.208256109542266472e+02,3.027977011494252793e+02,1.468720045448539895e+04,-2.198778805307587125e-01,1.803149606299212504e-01,2.297403619197482261e-01,1.540000000000000000e+02,8.339190714190941600e-02,2.451558371456858954e-01,1.016942222943257278e-02,7.641870660721236663e-02,5.545000000000000000e+03
