5.102040816326530205e-03,5.102040816326532807e-03,5.102040816326530205e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.846153846153847061e-02
0.000000000000000000e+00,8.163265306122448328e-02,1.785714285714285962e-02
0.000000000000000000e+00,2.597402597402597574e-02,0.000000000000000000e+00
5.714285714285713969e-01,1.785714285714285962e-02,5.594405594405594401e-02
8.333333333333330095e-02,1.785714285714285962e-02,0.000000000000000000e+00
2.857142857142857539e-01,1.818181818181817955e-01,0.000000000000000000e+00
6.153846153846153078e-01,1.000000000000000000e+00,4.642857142857141906e-01
1.098901098901098987e-02,0.000000000000000000e+00,1.346153846153846090e-01
1.025641025641026022e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.102040816326530205e-03,0.000000000000000000e+00,3.846153846153847061e-02
7.272727272727272929e-01,1.098901098901098987e-02,4.230769230769230727e-01
1.346153846153846090e-01,4.761904761904763028e-02,0.000000000000000000e+00
1.098901098901098987e-02,6.250000000000000000e-02,1.785714285714285962e-02
1.818181818181818232e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e-01,1.098901098901098987e-02,0.000000000000000000e+00
1.151147959183673047e-01,1.098901098901099334e-02,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.999999999999997780e-01,0.000000000000000000e+00
2.777777777777779358e-02,4.344008264462805857e-01,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.597402597402596533e-02,1.964285714285713969e-01
1.964285714285714246e-01,3.846153846153847061e-02,5.102040816326530205e-03
7.692307692307692735e-02,4.444444444444444198e-01,7.692307692307692735e-02
4.761904761904763028e-02,4.761904761904760947e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.666666666666666574e-01
1.098901098901098987e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.761904761904763028e-02,0.000000000000000000e+00,8.333333333333330095e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.153846153846156408e-01,1.098901098901099334e-02,4.761904761904763028e-02
1.071428571428571092e-01,8.163265306122448328e-02,5.102040816326532807e-03
5.714285714285713969e-01,5.102040816326530205e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.846153846153847061e-02
4.761904761904763028e-02,4.761904761904763028e-02,1.071428571428571092e-01
2.597402597402597574e-02,6.153846153846155298e-01,1.098901098901099334e-02
2.857142857142856429e-01,5.102040816326530205e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.964285714285713969e-01,5.102040816326530205e-03
5.216049382716049232e-01,5.102040816326532807e-03,1.428571428571428492e-01
1.098901098901099334e-02,3.846153846153847061e-02,0.000000000000000000e+00
1.428571428571428492e-01,0.000000000000000000e+00,1.758241758241758934e-01
2.777777777777777277e-02,4.017857142857141767e-02,1.428571428571428492e-01
3.571428571428571230e-02,1.923076923076923878e-02,2.840909090909091161e-01
0.000000000000000000e+00,9.090909090909092549e-02,1.785714285714285962e-02
