2.183879911899566650e-01,1.680093854665756226e-01,1.304497718811035156e-01,2.226394787430763245e-02,2.561695314943790436e-02,3.366416320204734802e-02,8.647610992193222046e-02,1.836719214916229248e-01,7.456000000000000000e+03
2.448419034481048584e-01,1.700190305709838867e-01,1.058468446135520935e-01,2.518780343234539032e-02,4.949182644486427307e-02,5.324790254235267639e-02,1.407378166913986206e-01,1.447632461786270142e-01,9.052000000000000000e+03
2.193961441516876221e-01,1.260276436805725098e-01,8.485770970582962036e-02,4.497175291180610657e-02,8.406779915094375610e-02,1.082485839724540710e-01,2.697791457176208496e-01,2.221705913543701172e-01,4.425000000000000000e+03
1.485203206539154053e-01,9.476762264966964722e-02,7.820099592208862305e-02,9.931245446205139160e-02,1.507512032985687256e-01,1.423478424549102783e-01,3.560953140258789062e-01,3.083483576774597168e-01,3.927000000000000000e+03
1.513497680425643921e-01,9.153527766466140747e-02,7.676559686660766602e-02,7.753039896488189697e-02,1.037423014640808105e-01,1.122690662741661072e-01,3.209265768527984619e-01,2.501401901245117188e-01,6.333000000000000000e+03
1.645819693803787231e-01,1.052865087985992432e-01,7.507325708866119385e-02,9.842719137668609619e-02,1.471334397792816162e-01,1.466260850429534912e-01,3.434282541275024414e-01,3.087199032306671143e-01,1.971000000000000000e+03
2.152701765298843384e-01,1.231109350919723511e-01,8.695781230926513672e-02,6.790424883365631104e-02,1.157791912555694580e-01,1.231069862842559814e-01,2.880116105079650879e-01,2.698054015636444092e-01,2.047000000000000000e+03
1.829889118671417236e-01,1.116987988352775574e-01,8.002694696187973022e-02,5.997038632631301880e-02,1.196939796209335327e-01,1.162388920783996582e-01,3.096893131732940674e-01,2.357933968305587769e-01,4.052000000000000000e+03
1.524502485990524292e-01,9.864044934511184692e-02,7.942646741867065430e-02,9.978595376014709473e-02,1.520742028951644897e-01,1.464682519435882568e-01,3.483093380928039551e-01,2.901156544685363770e-01,9.811000000000000000e+03
1.361352801322937012e-01,9.218294173479080200e-02,7.540487498044967651e-02,1.182628050446510315e-01,1.534521132707595825e-01,1.476614773273468018e-01,3.601919114589691162e-01,3.593382537364959717e-01,4.490000000000000000e+03
2.506288588047027588e-01,1.568124741315841675e-01,9.564611315727233887e-02,3.137584030628204346e-02,5.939597263932228088e-02,7.617449760437011719e-02,2.001083940267562866e-01,1.674171686172485352e-01,5.960000000000000000e+03
2.354856282472610474e-01,1.601199954748153687e-01,1.036857217550277710e-01,3.007181361317634583e-02,4.982046782970428467e-02,6.418312340974807739e-02,1.624323129653930664e-01,1.566249728202819824e-01,8.912000000000000000e+03
1.816204488277435303e-01,1.106233447790145874e-01,7.840727269649505615e-02,7.593818753957748413e-02,1.249448135495185852e-01,1.474613696336746216e-01,3.215766251087188721e-01,2.729609310626983643e-01,4.530000000000000000e+03
1.792309433221817017e-01,1.111796721816062927e-01,7.436890900135040283e-02,7.715582102537155151e-02,1.176248118281364441e-01,1.259455382823944092e-01,3.249666690826416016e-01,2.379982173442840576e-01,2.644000000000000000e+03
