3.850586562500000000e+05,1.082165781250000000e+05,5.408850000000000000e+05,1.839550000000000000e+05,1.165949851274490356e-01,1.094807535409927368e-01,1.637788861989974976e-01,1.861039400100708008e-01,6.901979980468750000e+03,6.317947753906250000e+03,3.269000000000000000e+03,4.066000000000000000e+03,1.885735392570495605e-01,1.695137768983840942e-01,8.931449800729751587e-02,1.090928614139556885e-01,4.741564989089965820e-01,3.961065411567687988e-01,7.397000000000000000e+03
5.128889843750000000e+04,1.677026562500000000e+04,7.234800000000000000e+04,2.568800000000000000e+04,1.196803599596023560e-01,1.152540147304534912e-01,1.688208281993865967e-01,1.765413284301757812e-01,1.597425170898437500e+03,1.262508911132812500e+03,1.185000000000000000e+03,1.588000000000000000e+03,1.644795238971710205e-01,1.315798759460449219e-01,1.220140010118484497e-01,1.655028611421585083e-01,4.372703433036804199e-01,2.947484254837036133e-01,3.637000000000000000e+03
1.327935000000000000e+05,4.266452734375000000e+04,2.232160000000000000e+05,8.019000000000000000e+04,1.199678555130958557e-01,1.138109192252159119e-01,2.016570419073104858e-01,2.139130085706710815e-01,3.905335693359375000e+03,3.366312744140625000e+03,1.792000000000000000e+03,2.267000000000000000e+03,2.226404249668121338e-01,1.892888396978378296e-01,1.021606549620628357e-01,1.274741291999816895e-01,4.727495312690734863e-01,3.213286101818084717e-01,5.359000000000000000e+03
1.098093250000000000e+06,3.553528750000000000e+05,2.323862000000000000e+06,7.664510000000000000e+05,1.131657138466835022e-01,1.120327487587928772e-01,2.394892424345016479e-01,2.416404038667678833e-01,1.255385449218750000e+04,1.095334179687500000e+04,1.624600000000000000e+04,1.882200000000000000e+04,1.505186110734939575e-01,1.281032711267471313e-01,1.947868168354034424e-01,2.201300561428070068e-01,4.987159371376037598e-01,5.366395115852355957e-01,9.457000000000000000e+03
2.026796875000000000e+05,6.002285156250000000e+04,3.895500000000000000e+05,1.449150000000000000e+05,1.163906008005142212e-01,1.047334671020507812e-01,2.237025350332260132e-01,2.528612017631530762e-01,5.642662109375000000e+03,4.967424316406250000e+03,4.887000000000000000e+03,5.806000000000000000e+03,1.696837097406387329e-01,1.476422697305679321e-01,1.469597667455673218e-01,1.725665032863616943e-01,4.923330843448638916e-01,5.055203437805175781e-01,4.257000000000000000e+03
1.182688354492187500e+03,3.051138000488281250e+02,1.117000000000000000e+03,4.360000000000000000e+02,1.232223734259605408e-01,1.087749674916267395e-01,1.163784116506576538e-01,1.554367244243621826e-01,7.834857940673828125e+01,6.635986328125000000e+01,3.600000000000000000e+01,4.400000000000000000e+01,1.714410930871963501e-01,1.583767682313919067e-01,7.877461612224578857e-02,1.050119325518608093e-01,4.316546618938446045e-01,9.455415606498718262e-02,1.671000000000000000e+03
3.963886328125000000e+04,1.292748144531250000e+04,5.658800000000000000e+04,2.823400000000000000e+04,1.249101608991622925e-01,1.042614504694938660e-01,1.783203482627868652e-01,2.277100831270217896e-01,2.288758056640625000e+03,2.084593505859375000e+03,1.283000000000000000e+03,1.586000000000000000e+03,1.887635588645935059e-01,1.692040264606475830e-01,1.058144345879554749e-01,1.287337690591812134e-01,4.874590933322906494e-01,4.359925687313079834e-01,2.156000000000000000e+03
2.069776250000000000e+05,5.845243359375000000e+04,2.957800000000000000e+05,7.731600000000000000e+04,1.135286688804626465e-01,1.097896173596382141e-01,1.622373759746551514e-01,1.452205479145050049e-01,3.067711181640625000e+03,2.636052001953125000e+03,1.581000000000000000e+03,2.102000000000000000e+03,1.818549484014511108e-01,1.519075632095336914e-01,9.372220933437347412e-02,1.211317926645278931e-01,4.632880091667175293e-01,2.502593696117401123e-01,8.675000000000000000e+03
2.429360107421875000e+03,8.170193481445312500e+02,8.880000000000000000e+02,3.010000000000000000e+02,2.750011384487152100e-01,2.509272992610931396e-01,1.005207151174545288e-01,9.244471788406372070e-02,4.288533935546875000e+02,3.785675048828125000e+02,7.600000000000000000e+01,1.170000000000000000e+02,3.118933737277984619e-01,2.850658893585205078e-01,5.527272820472717285e-02,8.810240775346755981e-02,2.160803973674774170e-01,3.249999880790710449e-01,4.800000000000000000e+02
4.581944375000000000e+05,1.421146562500000000e+05,7.611400000000000000e+05,2.518920000000000000e+05,1.136668696999549866e-01,1.114953532814979553e-01,1.888202726840972900e-01,1.976206302642822266e-01,6.411611816406250000e+03,5.777610839843750000e+03,4.820000000000000000e+03,5.776000000000000000e+03,1.613430529832839966e-01,1.438504904508590698e-01,1.212914288043975830e-01,1.438103765249252319e-01,4.795527160167694092e-01,3.974139988422393799e-01,8.198000000000000000e+03
4.569230312500000000e+05,1.459561718750000000e+05,8.631140000000000000e+05,2.872180000000000000e+05,1.174437552690505981e-01,1.094157844781875610e-01,2.218477576971054077e-01,2.153124660253524780e-01,9.958569335937500000e+03,8.933722656250000000e+03,7.370000000000000000e+03,9.175000000000000000e+03,1.853274255990982056e-01,1.621041744947433472e-01,1.371545493602752686e-01,1.664821952581405640e-01,5.073899030685424805e-01,5.446428656578063965e-01,5.936000000000000000e+03
8.118204687500000000e+04,2.782602343750000000e+04,1.586880000000000000e+05,6.619500000000000000e+04,1.200138479471206665e-01,1.117326989769935608e-01,2.345932126045227051e-01,2.657996118068695068e-01,3.394528808593750000e+03,3.012395507812500000e+03,3.418000000000000000e+03,4.018000000000000000e+03,1.701347529888153076e-01,1.505294591188430786e-01,1.713111400604248047e-01,2.007795274257659912e-01,5.125358104705810547e-01,4.805791079998016357e-01,2.832000000000000000e+03
6.239715000000000000e+05,2.193372812500000000e+05,5.152100000000000000e+05,1.911050000000000000e+05,1.399760544300079346e-01,1.362610757350921631e-01,1.155774891376495361e-01,1.187220588326454163e-01,9.180769531250000000e+03,8.554656250000000000e+03,2.541000000000000000e+03,3.180000000000000000e+03,2.392071336507797241e-01,2.180030196905136108e-01,6.620635837316513062e-02,8.103769272565841675e-02,3.459733426570892334e-01,3.502563536167144775e-01,9.947000000000000000e+03
