2.192484893077601693e-01,1.516336599269337559e-01,8.458056894053919694e-02,4.150000000000000216e-02,8.999999999999999667e-02,1.044999999999999957e-01,2.609093915343915770e-01,2.342065216546191375e-01
2.187829494992441226e-01,1.379585002519526649e-01,8.485660068657094324e-02,3.599999999999999728e-02,8.949999999999999623e-02,1.019999999999999934e-01,2.542486772486772795e-01,2.036693599891088169e-01
2.063288139329806092e-01,1.320986230788611937e-01,8.388696168745278514e-02,3.950000000000000039e-02,8.999999999999999667e-02,1.120000000000000023e-01,2.582878306878307328e-01,2.290642404573531021e-01
2.268743608276643786e-01,1.301312591332829394e-01,7.755539690413203180e-02,4.399999999999999745e-02,8.550000000000000655e-02,1.079999999999999988e-01,2.548796296296296227e-01,2.288874766798888460e-01
2.009240304547744993e-01,1.220443267353237687e-01,8.469522030108339594e-02,7.799999999999999989e-02,1.120000000000000023e-01,9.850000000000000422e-02,2.781949735449735783e-01,2.902880507945370669e-01
2.197699903943058641e-01,1.229544786942554785e-01,8.401589789619552662e-02,6.500000000000000222e-02,1.084999999999999992e-01,1.165000000000000063e-01,2.733984126984127516e-01,2.660598366350314103e-01
1.893893320893172139e-01,1.252811846497858539e-01,8.136200924351223718e-02,7.049999999999999323e-02,1.105000000000000010e-01,1.290000000000000036e-01,2.827119047619047754e-01,2.611531950898449694e-01
2.205419742850844023e-01,1.391982932571176612e-01,8.630511448097757943e-02,4.750000000000000056e-02,9.199999999999999845e-02,1.049999999999999961e-01,2.649075396825397166e-01,2.522312441200615929e-01
2.237638441672965550e-01,1.272990421863189892e-01,8.142429862685815478e-02,5.600000000000000117e-02,9.550000000000000155e-02,1.135000000000000037e-01,2.704994708994709618e-01,2.787718683734835001e-01
2.017503617882338285e-01,1.184857081443688731e-01,8.374163099962209089e-02,7.749999999999999944e-02,1.074999999999999983e-01,1.290000000000000036e-01,2.825915343915344491e-01,3.322859466858270050e-01
1.961903524974804858e-01,1.237518137440161287e-01,8.591598198538674680e-02,6.550000000000000266e-02,1.019999999999999934e-01,1.214999999999999969e-01,2.868455026455026813e-01,2.763632516772767111e-01
2.017543068940539086e-01,1.151671490772235018e-01,7.825685027714790465e-02,6.850000000000000533e-02,1.165000000000000063e-01,1.219999999999999973e-01,2.766298941798941979e-01,2.531269959522918223e-01
2.001583960852859612e-01,1.259419341301335205e-01,8.399284234063997268e-02,6.650000000000000355e-02,9.800000000000000377e-02,1.239999999999999991e-01,2.781861111111111340e-01,2.422326695807419938e-01
2.129976886495338617e-01,1.260076824294532882e-01,8.132947593852356272e-02,5.550000000000000072e-02,1.115000000000000019e-01,1.275000000000000022e-01,2.771919312169312533e-01,2.670370861941697149e-01
1.871883061696901218e-01,1.297647518266566158e-01,8.177614717183169513e-02,5.000000000000000278e-02,1.044999999999999957e-01,1.135000000000000037e-01,2.681141534391534575e-01,2.726480016969390907e-01
1.891864474678760510e-01,1.253973718978332041e-01,7.541759574200052052e-02,7.749999999999999944e-02,1.265000000000000013e-01,1.310000000000000053e-01,2.864658730158730626e-01,2.875745703939757147e-01
1.903841272203325719e-01,1.240142181594860310e-01,9.319109819853867160e-02,8.400000000000000522e-02,1.255000000000000004e-01,1.260000000000000009e-01,2.899388888888889126e-01,2.883626068958808908e-01
1.978222804862685980e-01,1.179943013825900805e-01,8.662153273809525267e-02,7.599999999999999811e-02,1.029999999999999943e-01,1.330000000000000071e-01,2.847689153439153520e-01,2.938013764987043586e-01
2.173527349458301561e-01,1.277341406053162098e-01,8.132549776392038188e-02,4.499999999999999833e-02,8.450000000000000566e-02,1.100000000000000006e-01,2.664496031746032001e-01,2.348992862800810544e-01
1.938892949263038845e-01,1.195658192397329456e-01,8.508083727009324582e-02,8.450000000000000566e-02,1.179999999999999938e-01,1.290000000000000036e-01,2.860722222222222832e-01,3.116482863309747442e-01
2.082788270030234146e-01,1.296690750976316753e-01,8.597619299571682139e-02,6.199999999999999956e-02,8.200000000000000344e-02,1.155000000000000054e-01,2.709833333333333538e-01,2.635956280452648737e-01
1.939484073444192602e-01,1.185603011621315234e-01,7.951023864638449845e-02,7.349999999999999589e-02,1.125000000000000028e-01,1.165000000000000063e-01,2.727661375661376009e-01,2.465545566734764771e-01
2.191593492535903465e-01,1.330847385991433540e-01,8.659055264235324123e-02,5.750000000000000250e-02,1.024999999999999939e-01,1.089999999999999997e-01,2.700222222222222190e-01,2.625501042437028421e-01
2.154445005826404747e-01,1.382323235544217765e-01,9.179080341395819131e-02,3.899999999999999994e-02,1.019999999999999934e-01,1.155000000000000054e-01,2.670810846560847107e-01,2.266902673994146411e-01
2.049694011400856608e-01,1.290146782092466415e-01,8.223150770030233925e-02,7.900000000000000078e-02,1.105000000000000010e-01,1.125000000000000028e-01,2.759640211640211893e-01,2.575838758634927950e-01
2.072793270502645557e-01,1.288885051335349197e-01,8.573836844923156397e-02,5.949999999999999734e-02,8.649999999999999356e-02,1.049999999999999961e-01,2.705619047619047812e-01,2.231634278971735830e-01
1.953601430618543966e-01,1.322633560090702987e-01,8.679402407722350277e-02,9.149999999999999800e-02,1.135000000000000037e-01,1.414999999999999869e-01,2.888034391534392009e-01,2.890010868243267361e-01
2.000886871693121627e-01,1.351636411092214940e-01,8.335175894431848254e-02,7.299999999999999545e-02,1.130000000000000032e-01,1.125000000000000028e-01,2.890654761904762338e-01,3.034131229178287925e-01
2.061247749748047198e-01,1.280127643140589744e-01,8.785607190098262964e-02,6.550000000000000266e-02,9.299999999999999933e-02,1.229999999999999982e-01,2.741832010582010981e-01,2.743008296371309274e-01
2.068217682350718123e-01,1.338268446082136742e-01,7.920032139707736119e-02,6.199999999999999956e-02,9.750000000000000333e-02,1.189999999999999947e-01,2.718361111111111672e-01,2.639631572132201676e-01
2.141913248771731004e-01,1.299456342120181573e-01,8.482745047556058959e-02,5.750000000000000250e-02,1.029999999999999943e-01,1.285000000000000031e-01,2.779682539682539755e-01,2.583896339221857241e-01
2.150722346623834824e-01,1.382124834656084655e-01,7.916867701247166933e-02,5.600000000000000117e-02,9.550000000000000155e-02,1.034999999999999948e-01,2.617585978835978988e-01,2.414516687711716347e-01
2.013458343568909070e-01,1.225160930020156164e-01,8.318040611615017121e-02,7.699999999999999900e-02,1.150000000000000050e-01,1.265000000000000013e-01,2.881534391534392170e-01,2.973989912246078338e-01
1.893435187547241327e-01,1.238525135424540236e-01,8.164874464600654913e-02,8.749999999999999445e-02,1.250000000000000000e-01,1.234999999999999987e-01,2.873818783068783356e-01,2.941250846704717703e-01
1.883324331538170915e-01,1.314354480820106030e-01,8.106216080876796348e-02,6.900000000000000577e-02,1.179999999999999938e-01,1.140000000000000041e-01,2.818841269841270147e-01,2.980659355647115594e-01
2.269427802185688958e-01,1.318149067775258310e-01,8.279563027525825569e-02,4.299999999999999656e-02,8.150000000000000300e-02,1.084999999999999992e-01,2.599531746031745749e-01,1.943278131349645832e-01
2.061434666320231812e-01,1.242832566452507087e-01,9.328067806752331215e-02,8.000000000000000167e-02,1.049999999999999961e-01,1.160000000000000059e-01,2.843990740740741097e-01,3.143315745238787207e-01
1.909719123204837443e-01,1.266458353804484904e-01,8.143435704837491407e-02,6.800000000000000488e-02,1.199999999999999956e-01,1.214999999999999969e-01,2.840669312169312732e-01,3.059332671641392110e-01
2.213371530139833787e-01,1.482333648274124505e-01,9.139213435374150818e-02,3.649999999999999772e-02,8.550000000000000655e-02,9.700000000000000289e-02,2.562715608465608308e-01,1.990485153004620533e-01
2.131137851946334205e-01,1.315411087490551967e-01,8.504269565696648270e-02,4.449999999999999789e-02,9.299999999999999933e-02,1.019999999999999934e-01,2.662875661375661562e-01,2.840507465899481110e-01
1.915176992000504064e-01,1.206463823538674596e-01,8.400064177059712867e-02,5.500000000000000028e-02,1.039999999999999952e-01,1.239999999999999991e-01,2.771031746031746290e-01,2.786365943018504487e-01
2.259531779887881120e-01,1.221112283478206217e-01,8.136901281809021114e-02,5.349999999999999895e-02,9.400000000000000022e-02,9.700000000000000289e-02,2.657246031746032244e-01,2.132391308015302300e-01
1.968376466049382711e-01,1.329502672272613040e-01,8.141555563429077325e-02,6.650000000000000355e-02,1.155000000000000054e-01,1.219999999999999973e-01,2.823465608465609011e-01,2.893115179663716119e-01
1.976984553728899363e-01,1.226033348293020936e-01,8.985399211073319403e-02,8.649999999999999356e-02,1.165000000000000063e-01,1.360000000000000098e-01,2.911689153439153688e-01,2.972050832473331905e-01
2.134403497417485529e-01,1.301103359630889633e-01,8.852560326908542887e-02,5.650000000000000161e-02,1.029999999999999943e-01,9.650000000000000244e-02,2.743821428571429077e-01,2.344770568009061085e-01
1.936879230442176969e-01,1.228411985859158423e-01,9.238804311539430825e-02,7.749999999999999944e-02,9.850000000000000422e-02,1.310000000000000053e-01,2.825560846560846717e-01,2.672296537404307282e-01
2.249208030990173801e-01,1.417942261117410008e-01,8.848894172020661808e-02,4.850000000000000144e-02,8.749999999999999445e-02,1.064999999999999974e-01,2.539235449735449679e-01,2.692208672558323856e-01
1.995792864229024854e-01,1.215935910336356784e-01,8.239154856387000125e-02,5.050000000000000322e-02,9.950000000000000511e-02,1.150000000000000050e-01,2.686568783068783439e-01,2.145598247022129090e-01
1.889539592781556976e-01,1.270790441546989225e-01,8.163630228017133839e-02,8.699999999999999400e-02,1.145000000000000046e-01,1.260000000000000009e-01,2.877605820105820222e-01,2.929895207272318336e-01
2.005134167926430067e-01,1.201736629976064563e-01,8.039026612496852353e-02,6.450000000000000178e-02,1.100000000000000006e-01,1.219999999999999973e-01,2.814940476190476160e-01,2.916269136739800816e-01
2.136784666320231951e-01,1.252986193783068858e-01,8.046560586734693987e-02,6.350000000000000089e-02,1.135000000000000037e-01,1.275000000000000022e-01,2.748936507936508011e-01,2.860521440629325007e-01
1.944748419784580462e-01,1.255394233434114493e-01,8.967325436192996602e-02,8.200000000000000344e-02,1.315000000000000058e-01,1.315000000000000058e-01,2.877837301587301555e-01,3.144141445092896170e-01
2.322627910840262266e-01,1.290172952097505543e-01,8.091947664714034538e-02,4.000000000000000083e-02,9.450000000000000067e-02,1.015000000000000069e-01,2.634456349206349413e-01,2.605607736667121532e-01
2.288540741528092837e-01,1.421808067995717073e-01,8.890019211388260068e-02,3.350000000000000200e-02,7.649999999999999856e-02,1.044999999999999957e-01,2.540337301587302088e-01,2.213404582398087184e-01
2.313001362118921878e-01,1.327445806563365971e-01,8.363050807823130262e-02,4.100000000000000172e-02,9.099999999999999756e-02,9.650000000000000244e-02,2.591936507936508094e-01,2.559122912655286131e-01
2.077931952317964293e-01,1.267766061980347692e-01,7.981979560342657154e-02,6.199999999999999956e-02,9.450000000000000067e-02,1.069999999999999979e-01,2.700101851851852142e-01,2.999506263929411776e-01
1.955817724867724705e-01,1.294009610418241640e-01,9.164944586167801666e-02,7.199999999999999456e-02,9.550000000000000155e-02,1.260000000000000009e-01,2.759141534391534867e-01,2.454093289762131480e-01
1.902669379881582468e-01,1.351687441735953676e-01,7.579062688964476047e-02,6.850000000000000533e-02,1.120000000000000023e-01,1.150000000000000050e-01,2.802293650793651336e-01,2.879877068026646669e-01
1.931429022581254984e-01,1.315554054075333823e-01,8.527198601662888677e-02,7.549999999999999767e-02,1.064999999999999974e-01,1.244999999999999996e-01,2.830248677248677902e-01,2.594551888266510842e-01
2.380336365425799738e-01,1.403982838088939367e-01,8.501625968442934334e-02,5.399999999999999939e-02,8.400000000000000522e-02,1.089999999999999997e-01,2.667555555555555236e-01,2.479448232720734002e-01
2.138473003275384587e-01,1.375977456538170773e-01,8.253180689405391346e-02,5.999999999999999778e-02,1.049999999999999961e-01,1.145000000000000046e-01,2.733958994708994839e-01,2.662727701735692065e-01
2.043033414430587003e-01,1.282361001669186096e-01,8.778553185626103428e-02,6.500000000000000222e-02,1.024999999999999939e-01,1.054999999999999966e-01,2.696391534391534561e-01,2.696077400826419335e-01
2.381846567145376459e-01,1.265699946460065728e-01,8.650521880511465034e-02,4.700000000000000011e-02,8.100000000000000255e-02,9.950000000000000511e-02,2.589321428571428330e-01,1.966160070693181994e-01
2.412154712301587400e-01,1.394028973765432111e-01,8.240887440161251409e-02,3.400000000000000244e-02,9.650000000000000244e-02,9.800000000000000377e-02,2.542750000000000288e-01,2.371466856994828287e-01
1.927118152399849016e-01,1.147425008660871854e-01,8.123538462144117012e-02,7.149999999999999412e-02,1.084999999999999992e-01,1.214999999999999969e-01,2.825764550264550645e-01,2.619767160936898320e-01
2.151676769967245939e-01,1.301589041635172750e-01,8.458757621567146445e-02,5.000000000000000278e-02,9.049999999999999711e-02,9.550000000000000155e-02,2.637421957671958195e-01,2.674222357970301722e-01
2.062511167800453737e-01,1.278942961860670413e-01,8.153446617535904661e-02,7.249999999999999500e-02,1.054999999999999966e-01,1.250000000000000000e-01,2.810170634920635124e-01,2.442361802362640055e-01
2.081597626133786794e-01,1.359728000598387498e-01,8.287230457923910887e-02,5.750000000000000250e-02,1.125000000000000028e-01,1.084999999999999992e-01,2.726394179894179870e-01,2.140592665420203988e-01
2.278991284013605345e-01,1.280830557917611578e-01,8.805571704144621314e-02,4.150000000000000216e-02,8.749999999999999445e-02,9.800000000000000377e-02,2.625615079365079541e-01,2.472125726505164378e-01
2.320101499905517783e-01,1.288175334624590551e-01,8.354945279037542805e-02,4.349999999999999700e-02,9.099999999999999756e-02,1.039999999999999952e-01,2.623515873015873634e-01,2.527710234345050822e-01
2.231333361678004834e-01,1.365845183767951665e-01,8.999317271352987035e-02,5.249999999999999806e-02,9.950000000000000511e-02,1.100000000000000006e-01,2.727391534391534478e-01,2.360800423813309845e-01
1.906419431846812784e-01,1.188287373236331657e-01,8.035213884164776887e-02,7.099999999999999367e-02,1.155000000000000054e-01,1.160000000000000059e-01,2.797320105820106373e-01,3.043301466302169578e-01
2.257457025541698414e-01,1.341043874401612601e-01,8.474580451625095268e-02,3.599999999999999728e-02,8.450000000000000566e-02,1.105000000000000010e-01,2.590079365079365203e-01,2.140325066213122629e-01
